acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.502,['陳蘭麗'],0.609,152883,0.833,0,0JjjaddpB123lO79Ii4Zab,0.0,0,0.134,-6.261,1,你懂不懂,34,1976,0.215,154.596,0.718,1976
0.378,['Eddie Henderson'],0.6609999999999999,292133,0.608,0,0fEcztdrrEaiBpEVkfggd2,0.163,10,0.0823,-9.516,0,Inside You,35,1976-01-01,0.0291,87.17399999999998,0.962,1976
0.487,['Dr. Hook'],0.328,257893,0.486,0,3TZNUjZ0gbNy8Ruikja5V7,0.0,2,0.147,-14.298,1,"Carry Me, Carrie",36,1976,0.0938,176.304,0.61,1976
0.0202,['Gordon Lightfoot'],0.5710000000000001,192000,0.474,0,0TvWjF8YvDtCgP6MDpfwD9,0.295,6,0.0688,-15.767,1,I'd Do It Again,31,1976,0.0292,92.217,0.451,1976
0.635,['George Benson'],0.52,549733,0.585,0,2cguNnsH479CUg6FxHJg1a,0.0368,5,0.18,-10.67,1,Down Here on the Ground,36,1976,0.0616,102.077,0.581,1976
0.104,['Rush'],0.563,200067,0.594,0,3zoSShR6l2OM0uWHhobO78,6.43e-06,4,0.231,-8.433,0,The Twilight Zone,30,1976-04-01,0.0265,114.877,0.773,1976
0.0168,['Heatwave'],0.684,245467,0.516,0,5sXbwUxp1dcuUJ6PU3eni7,0.828,5,0.0529,-15.246,0,The Big Guns,33,1976,0.0298,111.71,0.7659999999999999,1976
0.285,['Marvin Gaye'],0.586,245347,0.718,0,65C8wOidLsCQynBVFMTDey,0.0031100000000000004,1,0.107,-9.66,1,Since I Had You,31,1976-03-16,0.0276,134.501,0.904,1976
0.197,['Lynyrd Skynyrd'],0.452,227267,0.883,0,7h6EHuMgs7vwmBs810nyWF,0.000333,4,0.974,-7.567,0,I Ain't The One - Live At The Fox Theater/1976,29,1976,0.0536,93.464,0.509,1976
0.0512,['Brick'],0.8029999999999999,341400,0.911,0,7hi5GRxH2mqIWMUMF3lFmX,0.736,2,0.0862,-6.045,1,Dusic,29,1976,0.036000000000000004,110.406,0.951,1976
0.726,"['Larry Gatlin', 'The Gatlin Brothers']",0.524,159333,0.294,0,0Hrh0zHqIFwQXTP3pmAmt9,0.0,10,0.245,-10.739,1,Broken Lady,28,1976,0.0374,91.41,0.47,1976
0.0236,['Ted Nugent'],0.5489999999999999,217507,0.966,0,0PRXwr9srM3f1TaENFMyUW,0.0387,9,0.618,-4.728,1,Turn It Up,31,1976,0.0995,101.532,0.202,1976
0.301,['ABBA'],0.539,265760,0.772,0,1uvdgJ6KVIfzxAuEfDPyhv,0.00134,0,0.38,-7.327000000000001,1,Happy Hawaii,29,1976,0.0377,118.089,0.35100000000000003,1976
0.861,['Wings'],0.424,268827,0.342,0,4sevkFmEWU2SWnWvlvqkIJ,0.0004980000000000001,3,0.956,-12.668,1,The Long And Winding Road - Live / Remastered,34,1976-12-10,0.0349,123.355,0.293,1976
0.00947,['John Barry'],0.316,157093,0.268,0,4yN9GHgWQeoxeLOVVzyvqH,0.913,0,0.455,-15.889,1,You Only Live Twice - Instrumental,39,1976-02-22,0.0301,91.198,0.204,1976
0.354,['Willie Nelson'],0.67,226080,0.58,0,4BZ20FOTCuMpUB55eyHZAB,6.84e-06,9,0.0839,-9.378,1,Me and Paul,28,1976-01-12,0.0517,101.745,0.76,1976
0.241,['Warren Zevon'],0.502,224680,0.445,0,1jRQM9vBtEvWqjGcET1Gaw,1.8e-05,2,0.263,-9.451,1,The French Inhaler,30,1976,0.0251,140.226,0.321,1976
0.214,"['Bernard Herrmann', 'Dave Blume']",0.218,250867,0.4,0,3OfbflvYvMagbHnIjyVRR8,0.625,5,0.105,-13.476,1,Theme from Taxi Driver,35,1976,0.034,164.35299999999995,0.37,1976
0.355,['Phyllis Hyman'],0.6940000000000001,424000,0.57,0,40oyNL7YFmmDFbSOp4uaOt,0.0,0,0.3670000000000001,-8.55,0,Living in Confusion - Remastered,28,1976,0.0327,127.947,0.539,1976
0.6970000000000001,['Cliff Richard'],0.284,235573,0.25,0,5oLfyNezPv2IZdAFC9cYsh,1.5e-05,5,0.103,-12.217,1,Miss You Nights - 2001 Remaster,44,1976,0.0328,140.908,0.217,1976
0.000423,['Ramones'],0.219,95973,0.684,0,6F0b6k4pAMBqVQAA7AqspN,0.000421,9,0.177,-2.661,0,Now I Wanna Sniff Some Glue - 2016 Remaster,34,1976-04-26,0.0739,176.817,0.71,1976
0.79,['John Hartford'],0.537,264240,0.5529999999999999,0,6S04XwYo7192oOwCNPdSI6,0.00584,1,0.125,-14.259,0,Joseph's Dream,27,1976,0.0658,174.39700000000005,0.754,1976
0.0308,['Marijata'],0.565,644440,0.433,0,6sVm6ik1mXyXlDFexORZpQ,0.225,4,0.0909,-14.97,0,I Walk Alone,37,1976,0.0393,137.269,0.746,1976
0.000182,['Dexter Wansel'],0.638,349707,0.861,0,7JuqNiRZcLsPqa33eMFwyP,0.562,7,0.308,-9.867,1,Life on Mars,36,1976,0.0598,117.767,0.35100000000000003,1976
0.313,['Lou Rawls'],0.388,221453,0.648,0,0SYrCElkWSynWIEBKj1hwl,0.0,1,0.195,-10.409,1,Pure Imagination,34,1976,0.0863,148.738,0.622,1976
0.7829999999999999,['The Originals'],0.247,184040,0.397,0,129nLQOtlcpmDeXBOoxViB,0.000595,5,0.253,-13.515999999999998,1,The Bells,28,1976-01-01,0.0318,171.625,0.489,1976
0.535,['KISS'],0.489,264800,0.675,0,1hKrF3jis35rUsuLXw6yWj,7.56e-06,3,0.165,-7.474,1,Great Expectations,33,1976-03-15,0.0359,114.535,0.386,1976
0.6940000000000001,['The Alan Parsons Project'],0.608,253973,0.16899999999999998,0,4if2YzjQiHL6uTs25o8DIu,0.00135,7,0.312,-20.711,1,A Dream Within A Dream - 1987 Remix,39,1976-05-20,0.0675,86.73200000000001,0.392,1976
0.344,['Sonora Ponceña'],0.735,238440,0.64,0,5xdBR5VSQrqcFd2w9iFIWK,0.384,5,0.12,-7.392,1,La Pollera Colorá,32,1976-12-31,0.0356,98.994,0.935,1976
0.168,['The Wild Tchoupitoulas'],0.823,239360,0.677,0,6X7IfhMcE0yaYfsxjsuRTC,3.32e-05,6,0.173,-12.887,1,Hey Pocky A-Way (A Way),27,1976-01-01,0.0797,93.922,0.934,1976
0.046,['Eagles'],0.7240000000000001,232200,0.7120000000000001,0,3D7Il9cojvBjEzV9yDxqsx,0.00055,7,0.76,-9.0,1,"One of These Nights - Live at Capital Centre, Landover, MD, 3/21-22/1977; 2017 Remaster",32,1976-12-08,0.0321,109.475,0.7090000000000001,1976
0.474,['Eagles'],0.5489999999999999,444912,0.28,0,6tTrTUFELLCoewPr1ZIX9f,0.0612,7,0.16,-10.692,1,The Last Resort - 2013 Remaster,32,1976-12-08,0.0311,125.83,0.299,1976
0.7,['The Alan Parsons Project'],0.36,273507,0.34600000000000003,0,3XcT4NCMoPXyY5U2GCq7Ph,0.000961,0,0.6579999999999999,-12.892,0,The Cask Of Amontillado - 1987 Remix,38,1976-05-20,0.0389,123.908,0.193,1976
0.417,['Patti LaBelle'],0.402,277560,0.536,0,4P2gCP5Sfqg1TFBf4B2yD3,0.0061600000000000005,3,0.0818,-8.866,1,You Are My Friend,27,1976,0.0368,130.599,0.381,1976
0.0743,['George Harrison'],0.631,254053,0.795,0,0eAcyscDIMa94ZxSwNfVZE,0.0178,4,0.128,-4.713,1,This Song - 2004 Mix,34,1976-11-19,0.0305,132.274,0.7490000000000001,1976
0.149,"[""The O'Jays""]",0.6679999999999999,380160,0.774,0,1lYCmnucH0yo2XGzd2h57r,4.39e-05,5,0.254,-7.001,1,Message in Our Music,29,1976,0.0468,128.32,0.77,1976
0.7829999999999999,['The Brothers Johnson'],0.5920000000000001,181200,0.234,0,4gc2yRwyg0JyPxx81HAPOp,0.0288,5,0.0972,-17.343,1,Tomorrow,30,1976-01-01,0.0543,80.05,0.345,1976
0.0116,['Gregory Isaacs'],0.804,191293,0.588,0,5sBI6UV3FULOhARmClbJS1,0.00189,9,0.147,-11.155,1,Extra Classic,34,1976-01-01,0.037000000000000005,133.684,0.962,1976
5.23e-05,['The Modern Lovers'],0.42,219320,0.936,0,706yOGnWFkzW3XvMefTkCn,0.000602,9,0.0533,-7.19,0,Someone I Care About,32,1976-09-01,0.0683,150.624,0.8079999999999999,1976
0.0248,['Rush'],0.293,237467,0.942,0,1PaYF6nLmSPwDLIOG82iRa,0.0289,11,0.967,-6.375,0,A Passage To Bangkok - Live,30,1976-04-01,0.0597,99.804,0.358,1976
0.755,"['Lil Greenwood', 'The Four Jacks']",0.6990000000000001,170387,0.688,0,1oNbeEhzsJ0BG9Pg7AGVl6,0.0,5,0.151,-4.11,0,Grandpaw Can Boogie Too,36,1976,0.141,79.242,0.843,1976
0.00591,['Peter Frampton'],0.325,346493,0.91,0,1sw7UQY8Yo3GoMB3RYsB8O,0.00048,2,0.971,-5.4270000000000005,1,(I'll Give You) Money - Live,31,1976,0.0571,143.421,0.529,1976
0.376,"['Waylon Jennings', 'Willie Nelson']",0.5820000000000001,98480,0.263,0,3Ph1o8I4ATHBh15r1XiI9j,4.94e-05,7,0.109,-12.696,1,Heaven and Hell,28,1976-01-12,0.0622,159.891,0.569,1976
0.64,['The Dramatics'],0.4270000000000001,246467,0.49,0,5I8juGzu8rt4JwOgRJJlIx,0.00356,11,0.682,-11.466,0,I Can't Get Over You - Single Version,27,1976,0.108,130.577,0.45,1976
0.209,['Kansas'],0.3,413293,0.605,0,6ETZTTzlW8VzJ4YBN8i9A8,2.53e-05,0,0.125,-6.362,1,Cheyenne Anthem,31,1976,0.0348,145.673,0.272,1976
0.81,['ZZ Top'],0.6709999999999999,209627,0.173,0,0ukb39j9T97cToQVbxnn9a,0.91,3,0.12,-20.005,0,Asleep in the Desert - Instrumental,32,1976-11-29,0.0353,74.834,0.145,1976
0.906,"['Pyotr Ilyich Tchaikovsky', 'Leonard Bernstein', 'New York Philharmonic']",0.253,237027,0.202,0,1Tk3SUk1XycYWT311uRe8Q,0.963,2,0.403,-18.462,1,"Serenade for Strings in C Major, Op. 48, TH 48: II. Valse",35,1976,0.0362,93.184,0.302,1976
0.618,['KISS'],0.574,208000,0.773,0,2StifeMeMCQ5MtCbO5JvAM,0.0,8,0.125,-6.9129999999999985,1,Ladies Room,32,1976-11-11,0.0537,128.83,0.7440000000000001,1976
0.682,"['Norman Connors', 'Phyllis Hyman']",0.4270000000000001,382200,0.449,0,2r9qFtnF0Iq41I5HlsPfdW,0.0177,4,0.14,-9.117,1,Betcha by Golly Wow (feat. Phyllis Hyman) - Remastered,28,1976,0.0291,120.333,0.139,1976
0.478,['Ned Doheny'],0.74,246173,0.76,0,7rSTiGUJ17n509AFQ8qAog,0.0237,8,0.14,-6.933,0,What Cha’ Gonna Do For Me,34,1976,0.0309,100.629,0.903,1976
0.94,['Joni Mitchell'],0.428,262893,0.449,0,0YSRkJfGZkRQuafIKRfrl5,0.0589,5,0.133,-10.797,0,Black Crow,34,1976-11-01,0.0388,170.173,0.365,1976
0.00394,['Eagles'],0.57,260027,0.7290000000000001,0,0ZwmxI7tjVJ4kvqBsbPcKT,0.0238,7,0.933,-9.859,0,"Witchy Woman - Live at The Forum, Los Angeles, CA, 10/20-22/1976",31,1976-12-08,0.0342,102.313,0.6779999999999999,1976
0.183,['The Whole Darn Family'],0.631,420507,0.597,0,1oGCy1BYNjfnF5HE26C1aT,0.7709999999999999,0,0.163,-12.738,0,Seven Minutes Of Funk,31,1976-01-01,0.0388,110.997,0.769,1976
0.882,['Joni Mitchell'],0.5660000000000001,402133,0.394,0,5UAjuRGeoSy88qlLVTmn7G,0.000208,5,0.107,-11.455,1,Refuge of the Roads,33,1976-11-01,0.0345,121.954,0.32,1976
0.306,['Warren Haynes'],0.53,704827,0.5770000000000001,0,5mE4VHS820j8N9vnGlALmg,0.0457,0,0.0911,-8.597000000000001,1,Do You Feel Like We Do - Live,31,1976,0.0349,93.889,0.251,1976
0.0121,['First Choice'],0.5579999999999999,456493,0.731,0,6dEKu4xcuudmcIjNLhyUhd,0.00574,0,0.271,-8.416,0,Dr. Love,36,1976,0.0346,118.798,0.7909999999999999,1976
0.202,['Susan Cadogan'],0.7959999999999999,185093,0.59,0,6lgm4GD3ELYMdchoN1I1AB,3.42e-06,10,0.0752,-6.365,1,Hurt so Good,40,1976-01-01,0.111,145.496,0.856,1976
0.107,['Funk Factory - Michael Urbaniak'],0.46,316920,0.684,0,7EsnZSIx0pUN5786tI7raq,3.76e-05,11,0.255,-8.687999999999999,0,Rien Ne Va Plus,36,1976,0.0716,166.706,0.523,1976
0.523,['Peter Frampton'],0.472,177107,0.555,0,0hSDaogatoLJoC8iLuybMe,0.0,0,0.667,-5.496,1,Wind Of Change - Live,31,1976,0.0318,100.314,0.263,1976
0.108,['Kansas'],0.487,216973,0.853,0,3gxxLjbC0tkhtRiO2FCPmr,0.0,2,0.758,-7.06,1,Questions of My Childhood,31,1976,0.0436,105.534,0.855,1976
0.0441,['KISS'],0.422,200453,0.877,0,3sb0xLwjjEjKaS7a80cWbq,0.0,11,0.414,-7.747999999999997,1,Sweet Pain,33,1976-03-15,0.0934,131.64,0.501,1976
0.371,['Jessi Colter'],0.555,148853,0.298,0,5ZvlWVBVHlM208P5GAJmTt,6.49e-05,10,0.16399999999999998,-12.728,1,You Mean to Say,28,1976-01-12,0.0324,120.024,0.267,1976
0.124,['Lynyrd Skynyrd'],0.511,240867,0.782,0,7n75jnn9JwB14vINFTM8jS,0.000379,9,0.965,-8.177999999999999,1,Searching - Live At The Fox Theater/1976,28,1976,0.0471,112.324,0.561,1976
0.272,['Wings'],0.409,224947,0.493,0,0HtKVqLbgFWKSpIU6UjvoZ,0.00365,9,0.725,-9.595,1,Let Me Roll It - Live / Remastered,32,1976-12-10,0.0255,79.993,0.374,1976
0.149,['Vangelis'],0.556,344293,0.284,0,1qkp9OvCk8FjeDdEd2bKQ6,0.8079999999999999,9,0.297,-16.047,1,Alpha,44,1976,0.0288,84.20200000000001,0.087,1976
0.8220000000000001,['Steve Miller Band'],0.4920000000000001,258624,0.185,0,24tgf16nxIbVclDtuMi4Nj,8.73e-06,7,0.28,-17.097,1,Sweet Maree,33,1976-01-01,0.0403,96.347,0.3,1976
0.6859999999999999,['Genesis'],0.319,378813,0.196,0,2yOJ8rGhSns3kCr9WJHDgj,3.19e-06,5,0.112,-11.466,1,Your Own Special Way,28,1976-12-27,0.0333,130.55700000000002,0.0636,1976
0.331,['Johnnie Taylor'],0.391,244227,0.542,0,4o5006M93XpOX3u3gXpCtR,1.53e-06,9,0.202,-13.158,1,Play Something Pretty,27,1976,0.102,186.859,0.652,1976
0.5660000000000001,['Queen'],0.545,173173,0.454,0,6FsBUy8pE4dvH2t2umXfCZ,0.0,3,0.0541,-6.706,1,Good Old-Fashioned Lover Boy - 2011 Mix,27,1976-12-10,0.0302,96.784,0.393,1976
0.007409999999999998,['David Bowie'],0.448,166787,0.517,0,6HnFPoxGjTsXe9AZO4rrvd,0.00247,11,0.126,-12.778,0,"John, I'm Only Dancing - 2012 Remaster",34,1976,0.0594,153.656,0.736,1976
0.0552,['Rush'],0.578,232533,0.856,0,6QRDKePLJ4298WPCH9EcBf,0.000687,2,0.0825,-6.613,1,Lessons,29,1976-04-01,0.0523,112.883,0.512,1976
0.000397,['Eagles'],0.45,315267,0.963,0,2B5UR4Q9UyiepxgEx8vOW5,0.00504,0,0.972,-7.4689999999999985,1,"Already Gone - Live at The Forum, Los Angeles, CA, 10/20-22/1976",31,1976-12-08,0.0596,143.13,0.77,1976
0.74,['ABBA'],0.192,185067,0.49,0,2dYXcpCfs5zNkqAqikl52I,0.944,1,0.0514,-7.343,1,Arrival,30,1976,0.0333,49.471,0.156,1976
0.00595,['Ramones'],0.287,116413,0.935,0,4icx46gzFUcoxnLZbmbJxp,0.0,9,0.464,-1.844,1,Chain Saw - 2016 Remaster,33,1976-04-26,0.135,183.067,0.7090000000000001,1976
0.00665,['The Modern Lovers'],0.667,152293,0.6859999999999999,0,6RzC2bC5EdPnBJAERelmnx,0.301,4,0.0763,-6.659,0,I Wanna Sleep In Your Arms,32,1976-09-01,0.0316,124.234,0.6629999999999999,1976
0.000715,['Ramones'],0.295,118653,0.899,0,6XelYgwWSqRpwMs15BgGYM,0.000253,9,0.364,-1.733,1,Listen to My Heart - 2016 Remaster,34,1976-04-23,0.0965,179.209,0.826,1976
0.0188,['Van McCoy'],0.677,252333,0.667,0,7j7hzp8xabDSNG4nkNyCkv,0.8009999999999999,5,0.168,-8.818999999999997,1,The Hustle - Super Hustle Mix,34,1976-01-01,0.0264,117.11,0.871,1976
0.603,['Donny & Marie Osmond'],0.434,153667,0.745,0,2BFzx5rPRiNCfuWfQulO92,0.0,7,0.262,-2.965,1,A Little Bit Country-A Little Bit Rock 'N Roll,31,1976-12-02,0.0388,179.653,0.858,1976
0.42,"['Waylon Jennings', 'Jessi Colter']",0.5720000000000001,236400,0.7,0,2cfhzx9J5D9w9OcfF4UG12,3.3600000000000004e-05,2,0.0846,-8.67,1,Suspicious Minds (with Jessi Colter),29,1976-01-12,0.053,120.48,0.816,1976
0.00339,['Los Terricolas'],0.412,215644,0.527,0,7fhkGd7BHMhf8tLSolEsBM,0.0,4,0.153,-3.623,0,Viviras,35,1976-08-16,0.028,82.149,0.466,1976
0.199,['Willie Nelson'],0.443,179333,0.463,0,23cLUZhXnvZhgp2aA6PIYQ,1.22e-06,4,0.28300000000000003,-11.815,1,Yesterday's Wine,28,1976-01-12,0.0699,176.06,0.478,1976
0.162,['Queen'],0.495,213413,0.741,0,2tc0VhzN6l23HE3HEzSCQC,1.16e-06,9,0.266,-6.464,1,Long Away - Remastered 2011,27,1976-12-10,0.0398,116.746,0.29600000000000004,1976
0.843,['Paco de Lucía'],0.442,267250,0.5670000000000001,0,66xDnNusBL5xRfT12jkGUy,0.903,4,0.13,-12.614,0,Rio Ancho,31,1976-01-01,0.0343,107.323,0.912,1976
0.696,['Warren Zevon'],0.498,179627,0.409,0,6UqKYVDOVjQu3MP7eoTXM0,2.62e-06,5,0.079,-10.213,1,Hasten Down the Wind,29,1976,0.0302,132.6,0.166,1976
0.688,['George Benson'],0.597,360627,0.466,0,7bIAkxPdLTidVRQDX172vp,0.695,5,0.289,-11.085,1,Lady,34,1976,0.0292,104.273,0.3720000000000001,1976
0.0027600000000000003,['Ramones'],0.278,117067,0.904,0,1Nbj3GqvGMNr7OJ5feQOFr,0.00219,7,0.15,-2.019,1,Havana Affair - 2016 Remaster,33,1976-04-26,0.0735,177.278,0.713,1976
0.138,['Klaatu'],0.53,198333,0.731,0,2IcSjr795vxB89MwY61Wa3,0.00181,9,0.5379999999999999,-10.63,0,Anus Of Uranus,32,1976-01-01,0.263,142.816,0.63,1976
0.5670000000000001,"['Eric Burdon', 'War']",0.52,243507,0.626,0,4T9Zh16jnOvZUaHAFt0FEk,1.55e-05,10,0.127,-9.462,0,Paint It Black,27,1976-01-01,0.0691,164.53599999999997,0.87,1976
0.0226,['Suicide'],0.46,256760,0.644,0,4blOl7hn38P3Q2AB2L4TlT,0.454,9,0.12,-11.297,1,Rocket USA - 2019 - Remaster,33,1977-12-28,0.0403,133.047,0.079,1977
0.311,['Jethro Tull'],0.506,311240,0.49,0,4q4drdvnOQ29rVAE9mDqf6,7.200000000000001e-06,9,0.267,-13.640999999999998,1,Hunting Girl - 2003 Remaster,35,1977-02-04,0.0496,129.583,0.715,1977
0.271,['Beth Carvalho'],0.6990000000000001,190107,0.7120000000000001,0,6P71LmKrWTwnGBe4BYK5IG,0.0,5,0.0527,-9.886,0,Olho por Olho,48,1977,0.163,93.11,0.955,1977
0.261,['Wire'],0.451,225813,0.8440000000000001,0,6VvpBt95FoPF01YBqv0vV1,0.85,9,0.107,-9.692,1,Pink Flag - 2006 Remastered Version,33,1977-11-01,0.0672,122.168,0.201,1977
0.7290000000000001,['James Taylor'],0.512,178373,0.222,0,1chQt4pKMx4aQoyf0TvRjg,0.0,3,0.154,-13.826,1,Song for You Far Away,30,1977,0.0276,99.584,0.35700000000000004,1977
0.42,"['Neil Young', 'Crazy Horse']",0.375,329800,0.5579999999999999,0,3WClFDcNSivwJdPPh8f1Pk,0.059,7,0.106,-9.385,0,Southern Man - 2017 Remaster,31,1977,0.0315,160.86700000000005,0.6659999999999999,1977
0.0944,['Les Dudek'],0.629,278800,0.647,0,48iX7A4CIbPvTUL4qnoVtk,0.00481,8,0.247,-9.26,1,Old Judge Jones,30,1977,0.0343,135.866,0.652,1977
0.108,['Eddie Money'],0.608,237600,0.836,0,5Kz7bPBrpetIDU0DUiC8cq,9.75e-05,2,0.117,-8.609,1,Two Tickets To Paradise,28,1977,0.0294,129.626,0.698,1977
0.00484,['Cecilio & Kapono'],0.586,247027,0.564,0,7HHhnM3x7evt4cq6ZBq6BF,5.88e-06,9,0.128,-13.341,1,The Nightmusic,28,1977,0.0301,117.374,0.6509999999999999,1977
0.647,['Marlena Shaw'],0.376,410733,0.441,0,7eAt7OH45i0tCV3GeZRvzM,1.76e-06,0,0.293,-11.925999999999998,1,Yu-Ma/Go Away Little Boy,30,1977,0.0877,72.781,0.204,1977
0.139,['Al Di Meola'],0.316,378267,0.772,0,1qPSxRyMfES52PbpxCzWcd,0.532,11,0.238,-11.605,0,Race With Devil On Spanish Highway,31,1977,0.0649,88.648,0.66,1977
0.205,['Queen'],0.579,183467,0.695,0,2LaOsTFLv7QvllN3yPKQqc,0.000245,0,0.51,-10.812,1,Fight From The Inside,28,1977-10-28,0.0507,89.818,0.324,1977
0.797,['Nana Mouskouri'],0.439,157067,0.208,0,2n2sCZIZhXaY3dysCDMLN6,5.23e-05,4,0.127,-14.55,1,The White Rose Of Athens,33,1977,0.0367,67.134,0.4370000000000001,1977
0.583,['La Lupe'],0.483,179187,0.366,0,3Ov5KuLiPEqYMluzZTmS2M,0.0,1,0.154,-10.865,0,Puro Teatro,36,1977-12-31,0.0312,108.623,0.581,1977
0.67,['Bread'],0.409,205840,0.335,0,5Stg8Q3w9EYN3TjvDvevbL,1.55e-06,7,0.267,-11.534,0,Today's the First Day,36,1977,0.0248,80.744,0.439,1977
0.982,['John Williams'],0.655,252573,0.245,0,6tvzakkt80JJBQDwv7gOJ2,0.924,1,0.0734,-19.796,1,Wild Signals,34,1977,0.162,119.682,0.272,1977
0.0171,['Bee Gees'],0.578,246241,0.4970000000000001,0,7hc7MTHJtzm3if3lFxqQoI,0.000139,5,0.116,-7.001,0,How Deep Is Your Love - Serban Mix,35,1977-11-15,0.0274,104.934,0.504,1977
0.6509999999999999,['MEL STREET'],0.5720000000000001,182907,0.525,0,1C55Pl24z3g9GCCJh50cih,9.33e-06,5,0.197,-7.7189999999999985,1,Smokey Mountain Memories,29,1977,0.0278,114.321,0.489,1977
0.192,['Idris Muhammad'],0.6990000000000001,263440,0.8029999999999999,0,3wqPxk8rxEuL6zkVtxiQcz,0.000466,0,0.145,-7.432,1,Tasty Cakes,37,1977,0.0667,120.435,0.807,1977
0.00334,['Motörhead'],0.173,266893,0.97,0,4GDXBeS7K0nzVlHx6BpuBn,0.833,2,0.109,-5.254,1,The Watcher,38,1977,0.183,166.9,0.277,1977
0.928,['Michael Joncas'],0.223,255400,0.14400000000000002,0,52XZaRqI8489fZAdQwsRok,0.22,2,0.103,-19.201,1,On Eagle's Wings,30,1977-01-01,0.0357,85.241,0.134,1977
0.682,['João Gilberto'],0.419,382493,0.299,0,5eRo6PCGCqu8EmAieiGPm9,0.0123,0,0.125,-16.840999999999998,1,Zingaro,38,1977,0.0376,117.053,0.305,1977
0.149,['Buffalo Springfield'],0.675,169320,0.723,0,7spIceyDF4PSyHH4d6BPvn,1.26e-05,9,0.206,-8.235,1,Mr. Soul - 2017 Remaster,31,1977,0.0369,133.65200000000002,0.962,1977
0.762,['Joni Mitchell'],0.523,225493,0.414,0,3mGSbvZPJjcKNuhsLeTWgJ,0.0,5,0.124,-13.404000000000002,1,Talk to Me,33,1977-12-13,0.0393,88.329,0.691,1977
0.7879999999999999,['Genesis'],0.383,320600,0.261,0,6TJ8V3WLj10vqycYW2amLb,0.0,2,0.764,-18.99,1,The Carpet Crawlers - Live in Paris,29,1977-10-21,0.0368,64.75,0.14400000000000002,1977
0.932,['Gene Ammons'],0.518,430293,0.0599,0,2MTvxuqnAEzUctNDGGEIuu,0.655,5,0.0716,-19.066,0,Till There Was You,28,1977-01-01,0.0409,117.765,0.301,1977
0.893,['Townes Van Zandt'],0.445,198813,0.16,0,2XN5kbMVZvk2ThTlXBD0LB,7.62e-05,10,0.857,-22.79300000000001,1,If I Needed You - Live,28,1977,0.0496,106.151,0.5760000000000001,1977
0.00581,['Cheap Trick'],0.21,162667,0.982,0,3FTK6lNkjUXM7mRpkrqlp0,0.000299,2,0.0851,-6.487,1,He's a Whore,30,1977-02,0.0912,165.99400000000003,0.5589999999999999,1977
0.0802,['Elvis Costello'],0.514,83053,0.6829999999999999,0,3ReSHpzDOMeKKBJ0STvOmv,5.86e-06,4,0.115,-8.004,1,Welcome To The Working Week,31,1977-07-22,0.223,149.069,0.76,1977
0.00121,['Meco'],0.677,212307,0.915,0,4MVA30NmvNtpbDon1ZG7mk,0.916,0,0.322,-3.859,1,Star Wars Theme/Cantina Band,35,1977-01-01,0.0912,124.929,0.545,1977
0.185,['Billy Joel'],0.34700000000000003,405213,0.986,0,20Xtv4fo9ClcgwEGVrdviG,8.159999999999999e-05,0,0.992,-6.03,1,"Say Goodbye to Hollywood - Live at Carnegie Hall, New York, NY - June 1977",31,1977,0.526,135.923,0.578,1977
0.000522,['Cheap Trick'],0.629,188600,0.521,0,55y1iWRf5JBZQIbb69Vr7m,0.45,4,0.0979,-9.558,0,Big Eyes,30,1977-09,0.0304,128.203,0.6579999999999999,1977
1.6899999999999994e-05,['The Damned'],0.168,155293,0.8370000000000001,0,6gLorMNJdAI9lctE5xuqU1,0.00024900000000000004,9,0.18600000000000005,-9.768,1,Born to Kill,27,1977-02-18,0.0911,172.248,0.685,1977
0.657,['Karla Bonoff'],0.379,295600,0.14800000000000002,0,2ddJqQ1v05BVmNGewXGzBm,2.41e-06,2,0.0933,-14.541,1,The Water Is Wide,35,1977,0.0306,144.303,0.395,1977
0.542,['Vicente Fernández'],0.404,169627,0.459,0,2oZtdBZX75UwUl0IewSbAO,4.88e-06,9,0.115,-6.484,1,De Que Tamaño Me Quieres,33,1977,0.041,167.99599999999995,0.7829999999999999,1977
0.447,['Jethro Tull'],0.35100000000000003,148333,0.381,0,3DRXMhmQsIFXltrlg6q8Ol,0.0,7,0.266,-10.273,1,Jack-in-the-Green - 2003 Remaster,35,1977-02-04,0.0523,55.247,0.426,1977
0.0132,['Village People'],0.6759999999999999,319000,0.6920000000000001,0,1pTV6j0gtlBNdwZwo1iW1y,0.0,2,0.0444,-10.13,0,San Francisco (You've Got Me),27,1977-01-01,0.0365,126.488,0.843,1977
0.192,['The Alan Parsons Project'],0.428,245733,0.61,0,7pszxp65rS7xd8ZflKaZRh,2.7600000000000014e-05,9,0.124,-8.267999999999999,0,Some Other Time,37,1977,0.0356,126.447,0.358,1977
0.03,['Ted Nugent'],0.436,239960,0.923,0,7yFMicR2BKSDY5u0h5KkRE,0.0457,9,0.159,-6.089,1,Live It Up,28,1977-04-12,0.133,131.054,0.652,1977
0.961,"['Cluster', 'Eno']",0.62,185720,0.231,0,1WbwlYiiMZGQlrFGirRnHv,0.911,11,0.0741,-23.873,1,Schöne Hände,33,1977,0.0486,104.853,0.053,1977
